endpoint,ep_short,fraction,n_train,seed,model,arm,R2,RMSE,MSE,MAE,Spearman,CCC
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,4,RandomForest,tuned,0.04854526917908042,0.7270231675297805,0.5285626861250352,0.6147547180016957,0.2091584855868406,0.08952345194759842
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,5,MeanPredictor,baseline,-0.005828585221095528,0.7475085637409997,0.5587690528661323,0.6278005786639345,,-5.198875251484271e-31
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,5,BayesianRidge,baseline,0.07766174249649416,0.7158125312480933,0.5123875798918026,0.5809606709203013,0.34901479810089325,0.2962556605391105
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,5,RandomForest,baseline,0.04524028351079268,0.7282847715174346,0.530398708424202,0.5998037263723895,0.2618143573581812,0.15770176458587806
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,5,LightGBM,baseline,-0.02034012386448203,0.7528815735447892,0.5668306637832778,0.6082621602153961,0.2969191074229637,0.2646262255336964
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,5,LightGBM,tuned,-0.020376286120557197,0.7528949150053441,0.5668507530409044,0.6067041798498878,0.2997268227272487,0.27167048341413413
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,5,RandomForest,tuned,0.0422297210047099,0.7294320869706767,0.5320711695023969,0.6026081075474895,0.23190036082736176,0.10621601852474069
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,6,MeanPredictor,baseline,-0.0037418536779132427,0.7467327558183646,0.5576098086120893,0.6361164640134955,,5.20968346570448e-31
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,6,BayesianRidge,baseline,0.07960904711491179,0.7150564954111003,0.5113057916296049,0.583114712135838,0.3569288439111872,0.3215183291638408
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,6,RandomForest,baseline,0.06405643366687686,0.7210726398709102,0.5199457519704033,0.5976269684323567,0.299307671574538,0.24672786770712274
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,6,LightGBM,baseline,0.038186791037880474,0.7309700013023611,0.5343171428039738,0.5918311268146543,0.31814235346306163,0.2890861367925053
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,6,LightGBM,tuned,0.015921951198654694,0.739382143147449,0.5466859536053148,0.5969184570861572,0.35151757260904104,0.3403292845595417
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,6,RandomForest,tuned,0.09201886515160829,0.7102195096287691,0.5044117518573292,0.599254677421082,0.28859387086104243,0.16253505106305463
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,7,MeanPredictor,baseline,-0.020118694870067566,0.7527998758581782,0.5667076530920885,0.6269233491380295,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,7,BayesianRidge,baseline,-0.034443163715084824,0.7580668446250387,0.5746653409197626,0.625019447406617,0.2659125657223666,0.2269277374535445
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,7,RandomForest,baseline,-0.054056547365130214,0.7652196974513131,0.5855611853674793,0.6234687541779378,0.18618446444098533,0.10628426841834568
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,7,LightGBM,baseline,-0.1616116270937351,0.8033127512485028,0.6453113763184388,0.6495396461284173,0.20749681215271118,0.18472870985423298
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,7,LightGBM,tuned,-0.17223874153276797,0.8069789766861409,0.6512150688134112,0.652689171744698,0.22023784200195992,0.20739189533304717
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,7,RandomForest,tuned,0.03658798763554083,0.7315772876496703,0.5352053278048485,0.6053693961163551,0.24673561345129624,0.09898962702126954
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,8,MeanPredictor,baseline,-0.003520328749471613,0.7466503496460475,0.557486744626565,0.6359482745444716,,-5.210833491990824e-31
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,8,BayesianRidge,baseline,0.00610121793577878,0.743062363657644,0.5521416762844847,0.6179421495763022,0.2522119824769814,0.20684400379352258
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,8,RandomForest,baseline,0.06123708669687944,0.7221578683867704,0.5215119868729241,0.6099108358273977,0.24358810034927741,0.1323324993374032
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,8,LightGBM,baseline,-0.03074639567295745,0.7567110884151328,0.5726116713304149,0.6206509074138031,0.24259547114163468,0.20039148557889974
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,8,LightGBM,tuned,-0.1470377894601398,0.7982575752068989,0.6372151563751979,0.659758452998484,0.1730764754461853,0.16038036973936615
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,8,RandomForest,tuned,0.04338743609699658,0.7289910992408049,0.5314280227723169,0.6219456369947549,0.21934631880578118,0.09472912215921227
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,9,MeanPredictor,baseline,-0.024203696022902177,0.7543056398076257,0.5689769982455916,0.6269817592620939,,5.105602878848098e-31
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,9,BayesianRidge,baseline,-0.09670455446201154,0.780546910406479,0.6092534793451,0.6438925861911454,0.19417519026287222,0.17577457720634224
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,9,RandomForest,baseline,-0.04643979376690388,0.7624498946943141,0.5813298419193706,0.6136177902618329,0.2000982670800893,0.11795297834997602
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,9,LightGBM,baseline,-0.08827852120573199,0.7775426392709113,0.6045725558843744,0.645940727012065,0.13373294460141757,0.11459642114560775
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,9,LightGBM,tuned,-0.25354679508300637,0.8344963874309511,0.6963842206353081,0.6773587042966516,0.1239973962132123,0.11644571838489838
LOG RLM_CLint (mL/min/kg),RLM,0.05,122,9,RandomForest,tuned,-0.006826259060862316,0.7478791959296278,0.5593232917043467,0.6115473689107239,0.2024854029713721,0.085605581357905
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,0,MeanPredictor,baseline,-0.00026525114781139614,0.7454384265720267,0.5556784478101788,0.6300764791130906,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,0,BayesianRidge,baseline,0.20346208948844569,0.6652079191381932,0.44250157568416504,0.548818338700105,0.4484218385469519,0.3354266269894006
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,0,RandomForest,baseline,0.18435612382361044,0.673138569437362,0.4531155336641783,0.5531218587306055,0.4349168906761493,0.31310339754396266
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,0,LightGBM,baseline,0.12314493362105727,0.6979400067582477,0.4871202530337029,0.5619736923970262,0.3988539679568742,0.3618145886300862
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,0,LightGBM,tuned,-0.015094445404751244,0.7509437570799669,0.5639165262973763,0.5955544735664157,0.35204657192271027,0.3472242152730896
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,0,RandomForest,tuned,0.17886684160856403,0.6753998820035576,0.4561650006104196,0.556842356001653,0.4271411215911893,0.28863962788044645
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,1,MeanPredictor,baseline,-0.02747894583277599,0.7555107552846919,0.5707965013508457,0.6480587824062342,,5.089327971293e-31
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,1,BayesianRidge,baseline,0.17199082165786406,0.6782218246901446,0.4599848434860292,0.5658836801899716,0.43788540478097204,0.31814070906791264
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,1,RandomForest,baseline,0.09254787505621498,0.7100125846821683,0.5041178704070532,0.5944541883558592,0.3608068571854394,0.23311748049710204
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,1,LightGBM,baseline,0.10517033918893859,0.7050572310931398,0.49710569911672514,0.5845034544992146,0.38176846080303584,0.2970720548533593
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,1,LightGBM,tuned,-0.0007129891546782119,0.7456052442105741,0.5559271801943098,0.6057511248505267,0.35466306347525417,0.32330695088155414
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,1,RandomForest,tuned,0.0805873359227941,0.7146763755570296,0.5107623217793323,0.600737072204517,0.337695112105271,0.21432186185741722
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,2,MeanPredictor,baseline,-0.0002939989688348632,0.7454491385189204,0.5556944181186005,0.6324399744277119,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,2,BayesianRidge,baseline,0.1468579910950829,0.6884380235776136,0.4739469123074509,0.5812360204121535,0.40064674296150865,0.21199003410078773
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,2,RandomForest,baseline,0.13434142132613935,0.6934697224725629,0.48090025598617336,0.5815639548207201,0.3748112912285649,0.21514963033924206
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,2,LightGBM,baseline,0.1162482266162087,0.7006793761850746,0.49095158821110524,0.5714816763074938,0.37382456417314147,0.3192305305030882
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,2,LightGBM,tuned,-0.05124555175299328,0.7641986586640381,0.583999589903915,0.6127936006499985,0.3267712508038894,0.32406511947819894
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,2,RandomForest,tuned,0.12490824749101603,0.6972378915069201,0.4861406773530157,0.5849198840275778,0.3500117172217474,0.20265781850145864
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,3,MeanPredictor,baseline,-0.00450083121119893,0.7470150227608388,0.5580314442303764,0.6280805647805867,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,3,BayesianRidge,baseline,0.20255182865799848,0.6655879009400705,0.4430072538778091,0.5407086497301618,0.4698567578741225,0.4140132959923441
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,3,RandomForest,baseline,0.09856720854819712,0.7076538302700185,0.5007739434958282,0.572784597189067,0.35907048794249197,0.27233547406466324
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,3,LightGBM,baseline,0.07084227070129079,0.7184539014500564,0.5161760085088074,0.5792270877921849,0.36521520763564885,0.3342172667440752
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,3,LightGBM,tuned,-0.08949387753991278,0.7779766861009009,0.6052477241165396,0.6323600385890056,0.3187738388429896,0.30767558663448547
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,3,RandomForest,tuned,0.10761806827874898,0.7040922592254483,0.4957459095011958,0.5719669188445826,0.3565027210043328,0.26457731100863896
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,4,MeanPredictor,baseline,-1.4222547866094004e-06,0.7453401120676322,0.5555318826569905,0.6312518645626023,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,4,BayesianRidge,baseline,0.12955630347961977,0.6953837341579339,0.48355853773143204,0.5839184011675365,0.3865610223149506,0.18418533082362665
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,4,RandomForest,baseline,0.08427771517927629,0.7132406335585867,0.5087122013590542,0.5946850887589361,0.2832203209652172,0.16527643264170183
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,4,LightGBM,baseline,0.07381499316024565,0.7173036795899876,0.5145245687533356,0.588333136012695,0.3302632623490571,0.27409753564297407
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,4,LightGBM,tuned,-0.08800984791280042,0.7774466538074577,0.604423299516413,0.6292297307654187,0.2923386126974288,0.2709788586048935
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,4,RandomForest,tuned,0.08163499894240855,0.7142690756272607,0.5101803123974215,0.5944771183541898,0.28570853864315193,0.15592491824652294
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,5,MeanPredictor,baseline,-0.016539803848282908,0.7514781885408506,0.5647194678526382,0.6269340849209305,,5.144095016393316e-31
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,5,BayesianRidge,baseline,0.12896441923039337,0.6956201174743785,0.48388734783506804,0.5615839146340453,0.37741183077724005,0.29187988786505403
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,5,RandomForest,baseline,0.050214161735115614,0.7263852727169184,0.527635564420032,0.5930032960174959,0.28737512460057485,0.16536053452797891
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,5,LightGBM,baseline,0.05834194490287237,0.7232705774168038,0.5231203281568367,0.564944147466991,0.349602498524145,0.3015473221966384
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,5,LightGBM,tuned,-0.0324063232825742,0.7573201520684232,0.5735338127289396,0.591039845139276,0.32359507579492824,0.29774182922735365
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,5,RandomForest,tuned,0.04060479679491702,0.7300505910030992,0.5329738654239745,0.5985950815219967,0.2629976986699387,0.14573578677824278
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,6,MeanPredictor,baseline,-0.004893019419408784,0.7471608374200087,0.5582493169741687,0.6369219494835059,,5.203715458151578e-31
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,6,BayesianRidge,baseline,0.19701874956806842,0.6678929939367569,0.4460810513498048,0.5526177286657141,0.4352797848195823,0.33403660220151166
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,6,RandomForest,baseline,0.1416295186008737,0.6905443442274564,0.4768514913445278,0.5729874074128148,0.3668791086081139,0.2536411648334
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,6,LightGBM,baseline,0.0708025403378113,0.7184692616674972,0.5161980799610386,0.5749653455103192,0.35097370983084697,0.3133723471227349
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,6,LightGBM,tuned,-0.06292454464583797,0.7684319316540428,0.5904876335855634,0.6131960538293851,0.3144641262408104,0.31082343339091856
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,6,RandomForest,tuned,0.14510476488083057,0.6891450384220598,0.4749208839817422,0.5733152782033385,0.361427430914689,0.24053717327420607
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,7,MeanPredictor,baseline,-0.0024426668238604066,0.74624933495423,0.5568880699196305,0.6286324986867874,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,7,BayesianRidge,baseline,0.11077685188273112,0.7028450092264623,0.49399110699454585,0.5840066391781361,0.3362947081860313,0.23917762756921646
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,7,RandomForest,baseline,0.08137724612178143,0.7143693037242519,0.5103235021034724,0.5969067554039608,0.2967405890443093,0.18458233545474814
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,7,LightGBM,baseline,0.01905484013152059,0.7382042646812611,0.5449455363936013,0.6116902799729643,0.30898496686457644,0.2691820926302895
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,7,LightGBM,tuned,-0.1348678073378624,0.79401155716431,0.6304543529104923,0.6529560483583011,0.2648956969619657,0.24948366816974413
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,7,RandomForest,tuned,0.09763465844503594,0.7080197766118509,0.5012920040734952,0.5951716437242881,0.32345197763470823,0.18230073356497037
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,8,MeanPredictor,baseline,-0.0026258599562059004,0.7463175191569538,0.55698983940059,0.6285704366307585,,5.215482213045851e-31
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,8,BayesianRidge,baseline,0.16070693070126607,0.6828275007330663,0.46625339575736574,0.5709129852746162,0.39685312244975784,0.2507165479349509
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,8,RandomForest,baseline,0.10403461210751164,0.7055045221847335,0.49773663082310915,0.5888088802551226,0.3259338250542133,0.1972528459121768
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,8,LightGBM,baseline,0.05175946240526841,0.7257941180875079,0.5267771018504234,0.5955201372163007,0.3055414776292743,0.24188985635561744
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,8,LightGBM,tuned,-0.06915518287079725,0.770680833319449,0.5939489468459603,0.6251580242930043,0.25960582902775614,0.24464927637788297
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,8,RandomForest,tuned,0.11717077291773026,0.7003135619537101,0.49043908505629286,0.5819882704958591,0.34689223852149526,0.19854004983431392
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,9,MeanPredictor,baseline,-0.00292850485559093,0.7464301494796416,0.5571579680522001,0.6284761855623273,,-5.213908382925389e-31
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,9,BayesianRidge,baseline,0.07037125860034532,0.718635979043528,0.5164376703758501,0.6021196192308153,0.37409224172747557,0.08693527365983034
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,9,RandomForest,baseline,0.07782328744602995,0.7157498422280587,0.5122978366494909,0.5872082728863992,0.3036973061001877,0.1812957254549784
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,9,LightGBM,baseline,0.0642556772277616,0.720995884854651,0.5198350659773413,0.5873700110306366,0.3328771435086839,0.2745694597007613
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,9,LightGBM,tuned,-0.0819073880004988,0.7752633057833243,0.6010331932940881,0.6248312754791914,0.3119955416699046,0.3040271472264249
LOG RLM_CLint (mL/min/kg),RLM,0.1,244,9,RandomForest,tuned,0.08876152450395736,0.7114923090702577,0.5062213058661271,0.5811883670458265,0.315719299925985,0.1789886458000716
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,0,MeanPredictor,baseline,-0.0009616326699004585,0.745697867368532,0.5560653093979768,0.6335201792791365,,-5.2241536221457555e-31
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,0,BayesianRidge,baseline,0.3175593058549576,0.6157247960080349,0.37911702441913614,0.5035599346733258,0.5620512706386042,0.4707765799124149
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,0,RandomForest,baseline,0.2297568981790299,0.6541360652676822,0.42789399188388544,0.5385824979852536,0.47858051091290915,0.35674997296121724
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,0,LightGBM,baseline,0.22497422406566037,0.6561637875251859,0.4305509160593973,0.5299887503640847,0.4866916135604104,0.425596970390387
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,0,LightGBM,tuned,0.2747874899888325,0.6347267900582124,0.4028780980176021,0.5125026403289051,0.5327472921608761,0.4665795870627528
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,0,RandomForest,tuned,0.24536380719992534,0.6474749946246382,0.41922386866417527,0.5366288418006973,0.5057336321756531,0.34628106220236266
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,1,MeanPredictor,baseline,-0.0014942769399144407,0.7458962460364298,0.5563612098512383,0.6341450693961418,,5.221375158447482e-31
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,1,BayesianRidge,baseline,0.2896488778078081,0.6281895693226001,0.3946221350057138,0.5153242526112934,0.5447695492204928,0.4276218271999249
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,1,RandomForest,baseline,0.20179316382315227,0.6659044344216297,0.4434287157823906,0.5496188248917349,0.44602941165589904,0.31081423983634204
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,1,LightGBM,baseline,0.2106559648356534,0.6621972170379913,0.4385051542528606,0.538294825546786,0.47309116445992727,0.40163249076649166
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,1,LightGBM,tuned,0.2374141515653201,0.6508764472188755,0.42364014954426565,0.5248632240718202,0.4940579750860483,0.4322740335464404
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,1,RandomForest,tuned,0.20284387134820203,0.6654660134695453,0.442845015083049,0.5518683393750617,0.4640418175099175,0.28673887070552245
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,2,MeanPredictor,baseline,-0.00035191126444389376,0.7454707171978334,0.5557265901994521,0.6299342315169166,,-5.227337779893593e-31
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,2,BayesianRidge,baseline,0.26881189372368497,0.6373364319881758,0.40619772753941863,0.5297468969000338,0.5225302136645995,0.3850414601201011
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,2,RandomForest,baseline,0.21173628422131563,0.6617439106212013,0.4379050032442405,0.5526210744007365,0.47421243523706885,0.3027045890416092
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,2,LightGBM,baseline,0.21296937457689502,0.6612261210900491,0.4372199832117923,0.5328816912563599,0.4819221852801218,0.41854400356765065
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,2,LightGBM,tuned,0.23985391418141055,0.6498344293376472,0.4222847855525857,0.5210232837995648,0.5035152028392278,0.4318342722584462
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,2,RandomForest,tuned,0.21771394955495327,0.659230023808492,0.43458422429054505,0.5497566446148413,0.4898112238775722,0.29986875747174346
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,3,MeanPredictor,baseline,-2.4627193821569193e-05,0.745348759791096,0.5555447737221251,0.6315323974052373,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,3,BayesianRidge,baseline,0.2971586790420818,0.6248601498905196,0.39045020692120264,0.5051964294505548,0.5445397987429152,0.48594268747259345
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,3,RandomForest,baseline,0.21136089199096963,0.6619014619262443,0.43811354530009944,0.5437658796867921,0.4658346504071275,0.34420107176882886
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,3,LightGBM,baseline,0.2179014397358826,0.6591510203781005,0.43448006766549097,0.525683751541273,0.4882803086306712,0.4511035480752687
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,3,LightGBM,tuned,0.23006280998454287,0.6540061531548039,0.4277240483643448,0.5216206762647392,0.49705665578657504,0.46840875736029436
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,3,RandomForest,tuned,0.23491490283458416,0.6519421446126996,0.4250285599222061,0.5389603203874662,0.4834159845584867,0.3499345391476166
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,4,MeanPredictor,baseline,-4.005867457257395e-05,0.7453545105448055,0.5555533463894865,0.6316340897653028,,-5.228967873418999e-31
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,4,BayesianRidge,baseline,0.27085919198555475,0.6364435479280357,0.4050603896992259,0.5252946540298072,0.5325717152033322,0.389279160474372
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,4,RandomForest,baseline,0.20726498521539316,0.663618074547491,0.44038894886611935,0.5535577703838298,0.4784287829394036,0.29406227239432736
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,4,LightGBM,baseline,0.22118726347119078,0.6577649203293587,0.43265469041588767,0.536419081584776,0.47480665926099586,0.4112129867461197
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,4,LightGBM,tuned,0.2163486437964096,0.6598050424862286,0.43534269409025395,0.5324686365128158,0.4756799111334931,0.41888404336915674
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,4,RandomForest,tuned,0.2209920609315652,0.6578473466511775,0.4327631314959945,0.5495372681381051,0.4934290305213417,0.2968449311427511
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,5,MeanPredictor,baseline,-0.0026056441625881277,0.7463099951753793,0.5569786088986747,0.6285769460173003,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,5,BayesianRidge,baseline,0.2844696159931098,0.6304755157658677,0.39749937598023694,0.5188825423316982,0.5349733552780644,0.41510715267267306
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,5,RandomForest,baseline,0.13483227039094114,0.6932730876566079,0.48062757406892676,0.5621859869070048,0.36875741352648495,0.2759756985573267
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,5,LightGBM,baseline,0.2055444946135968,0.6643378168446062,0.44134473488985765,0.5369751993345259,0.4694864142136004,0.40564754447599755
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,5,LightGBM,tuned,0.18378940245395037,0.6733723821228764,0.4534303650058371,0.5396628008957676,0.4487286112400876,0.39028831742152914
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,5,RandomForest,tuned,0.14943240843938166,0.6873985331868933,0.47251674342749234,0.5584294169547817,0.3850032308950882,0.2701018893309452
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,6,MeanPredictor,baseline,-0.00038889072557335425,0.7454844957743222,0.5557471334398955,0.632637784144552,,5.227144550904314e-31
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,6,BayesianRidge,baseline,0.29851979785406113,0.6242548062293899,0.3896940631004931,0.509486452564867,0.5443055732904079,0.44751906184985496
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,6,RandomForest,baseline,0.2046171799874833,0.6647254222588755,0.4418598869972403,0.5464610659651554,0.4453173115276421,0.3237731730641064
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,6,LightGBM,baseline,0.21548837392277742,0.6601671006291066,0.4358206007530409,0.531670177657529,0.4759950546620859,0.4396454740582982
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,6,LightGBM,tuned,0.24650925646889887,0.6469834124460391,0.4185875359803215,0.5209388805139783,0.5001572869453578,0.46415320543702204
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,6,RandomForest,tuned,0.23064134077267717,0.6537603968760562,0.42740265652353854,0.5372006333204816,0.4727705193445089,0.3344465120802822
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,7,MeanPredictor,baseline,-0.005971296597353515,0.7475615917587689,0.5588483334729043,0.6277745139165571,,5.19813771688001e-31
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,7,BayesianRidge,baseline,0.23848308668644858,0.6504201125799846,0.4230463228485598,0.5415711207527882,0.49524766033285356,0.3640049352694807
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,7,RandomForest,baseline,0.13083093611621943,0.6948744056807832,0.4828504396702216,0.5732269272794763,0.3518470360574095,0.2525239320678499
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,7,LightGBM,baseline,0.18619320885456558,0.6723800828473611,0.4520949758098241,0.5530966756325628,0.4438598385163553,0.37696207014662636
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,7,LightGBM,tuned,0.21148382333000948,0.6618498720397353,0.438045253119014,0.5408996065206774,0.4705777289820935,0.408853068849324
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,7,RandomForest,tuned,0.15409684485484976,0.685511126072711,0.46992550396947624,0.5675721721068363,0.3901262085182209,0.24872834515492592
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,8,MeanPredictor,baseline,-0.0003385135547009366,0.7454657251377297,0.5557191473551211,0.6325362188748249,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,8,BayesianRidge,baseline,0.2874161673272785,0.6291760287060457,0.39586247509831085,0.5158452895463652,0.5427249594984029,0.42469653000436675
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,8,RandomForest,baseline,0.20987004715678426,0.6625267964087621,0.4389417559596573,0.5458298048967921,0.4582711267507545,0.3259348176303038
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,8,LightGBM,baseline,0.23531979612399834,0.6517696135221185,0.42480362911077163,0.5357551007837944,0.48200097116227003,0.4145562095083482
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,8,LightGBM,tuned,0.22766081795980586,0.6550255182953897,0.4290584296181439,0.5361204316490711,0.4812199564200927,0.42029741087088823
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,8,RandomForest,tuned,0.22256641884274098,0.657182262941974,0.4318885267255339,0.5429659261602459,0.47771691972158403,0.3215706626943469
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,9,MeanPredictor,baseline,-0.00036410683557641654,0.7454752613054358,0.5557333652184078,0.6299165399465133,,0.0
LOG RLM_CLint (mL/min/kg),RLM,0.25,610,9,BayesianRidge,baseline,0.23657306535735823,0.6512352870386429,0.4241073990843036,0.537465115881147,0.48484987181955475,0.36061038216922575
