endpoint,model,fraction,n_train,seed,noise_type,noise_level,arm,R2,RMSE,MSE,MAE,Pearson,Spearman,CCC
HLM,LightGBM,1.0,2468,2,gaussian,2.0,base,0.4500250420590604,0.45362167894704,0.2057726276107314,0.3600012585679627,0.6742256355456598,0.6782678884752242,0.6445836107341715
HLM,LightGBM,1.0,2468,3,gaussian,2.0,base,0.4489252833660061,0.4540749952597112,0.2061841013201067,0.3582195259472374,0.674816102316878,0.6778784200054162,0.6488702475001105
HLM,LightGBM,1.0,2468,4,gaussian,2.0,base,0.5022984836067628,0.4315258593120949,0.1862145672550419,0.3457329486163477,0.710389747802509,0.7097740854687017,0.6813053586056811
HLM,LightGBM,1.0,2468,0,gaussian,3.0,base,0.3910431917244524,0.4773265475330303,0.2278406329798022,0.3748846584007632,0.6414022455496712,0.6531470564812678,0.6220245865017267
HLM,LightGBM,1.0,2468,1,gaussian,3.0,base,0.3839152842556078,0.4801120005180428,0.2305075330414371,0.3770249005857222,0.6312040828599704,0.6466931764991052,0.6051290801154477
HLM,LightGBM,1.0,2468,2,gaussian,3.0,base,0.4042027572093756,0.4721408620177489,0.222916993586863,0.374005954053563,0.6501492898543632,0.66437122464324,0.6308366747869965
HLM,LightGBM,1.0,2468,3,gaussian,3.0,base,0.372110528314252,0.4846898716524853,0.2349242716825027,0.3894672740169265,0.6276534542252206,0.6319198551087354,0.6078831033841973
HLM,LightGBM,1.0,2468,4,gaussian,3.0,base,0.4303957174343608,0.4616458831938203,0.2131169214698024,0.3693568126423195,0.6665479650909784,0.6721484078848889,0.6457518560498793
HLM,LightGBM,1.0,2468,0,gaussian,5.0,base,0.2998654819659169,0.5118150932828223,0.261954689712104,0.4153705034929072,0.6056574578676339,0.6216963399127587,0.5980221974084914
HLM,LightGBM,1.0,2468,1,gaussian,5.0,base,0.3114215262951532,0.507573646176876,0.2576310062932884,0.3930415651518986,0.6041156789113731,0.6133360980252074,0.5922894100019004
HLM,LightGBM,1.0,2468,2,gaussian,5.0,base,0.2906945057336815,0.5151562889874859,0.265386002083358,0.4151028646478974,0.5921512511091513,0.6110927143909446,0.5825769250408382
HLM,LightGBM,1.0,2468,3,gaussian,5.0,base,0.2148763927037921,0.5419901103752847,0.2937532797446132,0.4307414229452558,0.5540083794851813,0.5591035455624621,0.5473811187627599
HLM,LightGBM,1.0,2468,4,gaussian,5.0,base,0.3475179031135559,0.4940906596097407,0.2441255799135887,0.3998235817246474,0.6274862292273017,0.6320541856094117,0.6174799188308524
HLM,LightGBM,1.0,2468,0,gaussian,10.0,base,0.0738504255629586,0.5886578092531622,0.3465180163947323,0.4678798560717498,0.5183306482496693,0.5241582306598015,0.5175038799897942
HLM,LightGBM,1.0,2468,1,gaussian,10.0,base,0.0313055417929626,0.6020266985390168,0.3624361457537882,0.4719264038572073,0.4809344062953143,0.5000859735559097,0.478800366848937
HLM,LightGBM,1.0,2468,2,gaussian,10.0,base,0.080236893958937,0.5866246884373608,0.3441285250842306,0.4652735154222325,0.5080387415708256,0.5242927154155983,0.5055516127179285
HLM,LightGBM,1.0,2468,3,gaussian,10.0,base,0.0387319651194617,0.59971456231859,0.359657556256978,0.4778050928744198,0.4903052301426125,0.4844083058130435,0.489287847093239
HLM,LightGBM,1.0,2468,4,gaussian,10.0,base,0.1296920557290645,0.5706355417692244,0.3256249215302562,0.4588039509110173,0.5499619853023242,0.5552699201828714,0.5486110763856881
HLM,LightGBM,1.0,2468,0,systematic_bias,2.0,base,0.4355095099080706,0.4595689292063481,0.2112036006918694,0.3813082592935388,0.7097091214880621,0.7127685115749758,0.6389766048788242
HLM,LightGBM,1.0,2468,1,systematic_bias,2.0,base,0.4068667563060544,0.4710841334208034,0.2219202607608293,0.3850227677391208,0.6883325536363167,0.6989362749649429,0.6270708428085736
HLM,LightGBM,1.0,2468,2,systematic_bias,2.0,base,0.4575284009709648,0.4505166508964929,0.2029652527349925,0.3669671445319423,0.7227795720029132,0.7270580631986034,0.658135972254531
HLM,LightGBM,1.0,2468,3,systematic_bias,2.0,base,0.4159241066169201,0.4674734874023928,0.218531461424155,0.384986856564223,0.6963593772407218,0.6973839542700451,0.6359258423261906
HLM,LightGBM,1.0,2468,4,systematic_bias,2.0,base,0.4256083059130722,0.4635818451070244,0.2149081271128332,0.3794796281553101,0.7035191155837925,0.7099992465261034,0.6351170321035966
